text,rating
"driver susah buat ditemukan, terutama disaat kita lagi buru-buru / bener-bener butuh di go-Food, pasti ada aja halangannya buat nyari driver terdekat (selalu ketemu driver yang jauh dari titik lokasi resto yg kita pesan)",1
mantap,5
its work,5
"najis kali ini gojek, gua pesan makanan dan mau komplain via cs ga bisa bisa dari tadi. di resto pertama udh 3 kali di cancel driver. sekarang ganti resto lama pula dapat drivernya. bapuk mending tutup aja sekalian GOTO. payah. chat cs ga bisa, gila banget nih goto",1
"paraahhh... driver sering tidak ambil orderan... sengaja biar kita menunggu lama dan batal orderan, lalu menaikkan harga...",2
nyesel donlodd juga.lagi butuh butuhnya kendaraan malahh pada nolakk.di prioritaskann malahh kaga ada yang nyautt,1
"Fiturnya semakin banyak dan menarik, namun GoPaylaterku tak bisa dipakai lagi padahal sangat berguna sebenarnya.. ayolah Gojek aktifkan lagi, kan kita bisa saling support",3
bagussss bangat,5
ok,5
main game bolak balok selalu dikasih balok gede terus kapan gw menang nya main 10 match gak pernah dapet poin 10 RB kalo udah dapet poin 10 ribu aku tambah in bintang nya jadi bintang lima,1
okok,5
"sekarang banyak driver minta cancel dan bayar manual, mohon dapat ditindak lanjut i",1
"titik pnjemputan akurat ,,",5
bagus,5
bagus,5
"aplikasi sialan, nyari driver stengah jam, pesen dari 19.25 dapetnya 19.40 , dan di posisi saya ngejar kereta lokal jam 8 alhasil gajadi pulang ke rumah, di perbaiki lagi ya sistem pencarian driver nya",1
ᴋᴇʀᴊᴀ ʙᴀɢᴜs ʙᴏʏᴀʜ,5
mantep sihh,5
nice,5
aplikasi terbaik,5
Pelayanan memuaskan,5
good,5
aplikasi dongo,1
memudah kan untuk mencari makan di malam hari mau upun di siang/sore,5
"mempermudah setiap aktipitas, banyak pilihan,lengkap mau nyari apa ajah ada d aplikasi gojek..👍",5
hidup gojekk😁🙏,5
membantu sekali,5
"aplikasi paling maruk driver nya , gw pake mode hemat pada gamau ambil , cuma kalo pindah apk sebelah langsung ada , maruk bgt woilah",3
sangat bagus,5
hemat,5
ok,5
susah digunakan gaada drivernya,1
suka banget jadi kalo males ke luar rumah tinggal mesen (membantu banget buat kaum mageran kaya aku),5
ok,5
bagus,4
bagus,5
sangat membantu disaat jam sibuk,5
DRIVER GOJEK BANYAK YG KESULITAN KARENA TITIK TIDAK AKURAT. AKHIRNYA NYUSAHIN PENGGUNA JASA. BELAKANGAN HAMPIR SEMUA DRIVER GOJEK TIDAK BISA MENELPON PENERIMA PAKET DAN HARUS SELALU MEMINTA PENGIRIM YG MENELPON. INI MEREPOTKAN. BUAT APA SAYA ISI INFO NO HP PENERIMA KALAU DRIVER TIDAK BISA TELP. TOLONG DIPERBAIKI APP NYA. SAYA SENGAJA TULIS KAPITAL SEMUA SUPAYA COMPLAIN SAYA DI LIRIK PENGEMBANG APP. TOLONG YA.,1
lumayan bagus,4
"orangnya sopan dan jemputnya cepat, kecepatan mobil juga nyaman.",5
kualitas chat dan telfon sangat lambat,3
"Abang gojeknya sabar dan ramah, pengiriman barang cepat",5
ok,5
Tolong ya atas nama driver hari setiawan giri BK 5829ANA saya tdi mesan point coffe Indomaret Katamso pantai burung tapi barang nya tidak ada di tangan saya padahal saya sudah bayar lewat go payy,1
sesuai dg kebutuhan yg tergesa gesa,5
Ok,5
respon cepat.....dan banyak keuntungan nya,5
"mantap,,,semangat kang ojek",5
sering eror,1
"sangat membantu, terutama jika disaat saya pulang sekolah tidak ada yang bisa menjemput, sering2 deh pakek ini",5
"tolong ini kenapa klo di pesan rutenya dikasi yang paling lama, driver juga pada jauh2",1
Lumayan,5
enak b oiiiii,5
murah aman tepat waktu,5
"makin lama makin buruk aja, ojolnya telpon tiba tiba suara ilang. resto gak ngasih kabar klo menu nya gak ada. pake promo gojek+ sama aja kyak gak pake promo malah kadang kena lebih mahal. lama lama aneh lu.",2
ramah,5
"drivernya selalu muter jauh saat menjemput, padahal di map aja jalan yg singkat. buang² waktu.",3
lama dapet driver nya,1
saya barusan top up gopay dari shopeepay. keterangan dari shopeepay transfer sudah sukses tapi saldo gopay belum masuk. ini kenapa ya?,3
cepat dan tepat,5
bagus banget,5
sangat membantu untuk bepergian,5
"Saya pesan go-ride gak pake hemat, biar cepat tanpa ribet, dan saya bayar lebih mahal. Di aplikasi, estimasi driver tiba 2-3 menit. Kenyataannya, driver tiba 21 menit kemudian. Rugi banget pake gojek. Kalau saya kasih bintang 1 ke driver, saya gak berani. Pengalaman netizen: driver dipecat, penumpang diintimidasi. alasan driver: dompet ketinggalan. tapi bilangnya pas jemput saya. kalau bilang di awal, ga masalah buat saya menunggu. karena manusiawi kalau ada yg ketinggalan",1
Bagus,5
kalo mau rame hidupkan kembali' akun yang kena pm Apalgi yang baru dapat panggilan 2024 ke kantor tiba tiba putus mitra kan kocak belum juga dijalanin...,1
promo blm di pake pas mau di gunakan gabisa tertera promo sudah di pakai mlu hadeh,1
Oke,5
good,5
karena driver nya pilih yang uang nya lebih banyak,1
mantap,5
perjalanan yg menyenangkan dan nyaman,5
memudahkan dlm perjalanan..,4
Ini kenapa setiap mau masuk apps gak bisa-bisa,4
aplikator dungu,1
gatau tapi suka bangetttt,5
terima kasih perjalanan memuaskan,5
mantapsss,5
"sangat membantu, mantap",5
"ga bisa order, gabisa login aneh",1
parah banget nih aplikasi mau order gak bisa trs,1
aman banget dalam perjalanan nyaman ramah saefty pokoknya,5
mantap,5
lemot banget aplikasinya,2
👍👍👍👍👍,5
bagus,5
titik jemput susah banget di edit! bikin driver sering salah alamat dan kesasar!,2
mantap,5
keren,4
sangat cocok,5
"saya udah nunggu lama lama, sekali dapet malah di cancel sama Abang gojek nya, padahal saya pengen berangkat sekolah dan jadi tidak sekolah, saya kecewa sekali dengan pekerja"" Gojek... Saya sekolah di SMPN 46 jakarta selatan sangat kecewa saya sudah 4 kali kaya begini dapetnya.... mohon min selanjutnya lebih diperhatikan lagi, misalnya nambahin upah driver, itu membantu banget min, driver"" jadi lebih semangat kalau dapet orderan dan juga SAYA GAK BAKAL TELAT LAGI JADI-NYA😒",1
👍👍,5
"sangat membantu,mudah di pahami👍👍👍👍👍",5
"kmrin, 24 mei 2026 pkl. 19.50 lebih. psn gocar dr MOG ke jedong. dpt driver pertama jarak 240 mtr (3 mnt) di jl. sumbing. driver gak gerak2 dan gak respon chat, trtulis di aplikasi macet dan klo d batalkan bs kena biaya 3.000 rupiah. saya nunggu sampai 15 menit ttp tdk brgerak dan tdk respon chat. akhirnya saya batalkan pesanan. pesan lg gocar ke 2. dapat lg dr jl. sumbing jarak 500 mtr lbh ( 5 menit). awalnya tidak bergerak dan tidak respon jg. kemudian respon chat bilang mau cari makan dulu.",4
parah buat orang login otomatis daur orang masuk ke akin ikel saye,5
mempermudah jangkauan,5
"klu jarak jauh langsung dpt driver,klu jarak yg deket susah dptnya giliran dpt suka d kensel,klu pesan pas d mlm takbiran....",5
"gojek makin ngaco titik koordinatnya sudah 1 bln saya kalau pesen gojek titiknya ga pernah bener, driver nya juga manja manja ngga mau nyamperin di kordinat yg sudah saya chat, mohon di perbaiki layanan gojek terutama drivernya jangan manja kalau tidak ada perubahan saya hapus aplikasi GO-JEK...saya sudah update versi terbaru nya kak..",1
berguna untuk rakyat yang tidak punya motor,5
"saya tidak punya pinjaman di gopay pinjam tpi saya diteror,diancam..klo data saya disalahgunakan dan disebar saya akan tuntut balik..",1
terimakasih gojek Indonesia,5
selalu cepat dalam pelayanan,5
ok,5
mantul,5
"gak tahu kenapa akhir² ini susah banget dapat driver, harus altiflan prioritas, padahal juga hadi biasa pasti ada tulisan lagi rame aktifkan prioritas, jadi sekarang sudah gk minat pakai gojek lagi",1
"semenjak di update sekarang malah jelek, bisa2nya ada driver terdekat malah ngambil yg paling jauh, sering tiba2 ngelag dan keluar sendiri, malah sering ga dapat driver karna dari aplikasi bilang tidak dapat mencari driver padahal bukan di jam sibuk",1
"saya ganti reviewnya karena keluhan saya ditangani dengan tdk profesional, saya yg mengajukan laporan ttg transfer gopay tdk dikenal malah gopay saya yg di blokir dan jadi gk bisa pake gojek krn saya bukan pengguna cash sunggu nyita waktu buat bkin laporan sperti ini mana pagi subuh pas siap2 mau berangkat kerja, kesel.",3
memudahkan,5
oke,5
"Pagi pagi order Gojek menyenangkan,driver sopan,ramah dan hambel",5
"tolong untuk layanan comfort klw memang harus bayar lebih mahal tidak apa"" asal tidak membahayakan.saya hampir celaka karena ulah driver anda",5
lebih mudah utk cari transportasi dan makanan,5
mantap,5
kalo ndak bisa nyariin driver jangan dipersulit pembatalan. kalo emang warungnya tutup ya kasih tanda tutup. jangan bikin nunggu lama gara gara itu. dah nunggu lama akhirnya cancel juga. kan astaghfirullah banget🙏🏼,1
bagus,5
baik,5
"ulasan ku yang dari tahun-tahun lalu bintang 5 sekarang jadi update turun ke bintang 3 , dari banyak nya pesanan ku selalu dapet driver baik, tetapi baru pertama kali minggu ini dapat driver kurang berkenan (tidak baik) , intimidasi customer dari awal di resto saja chat driver sudah beda sendiri, belum juga jalan ke titik pengantaran udah banyak pesan² tidak baik, tolong kalau ada orang depresi masalah pribadi jangan di bawa ke tempat kerja, profesional kode etik harusnya driver paham.",3
apk yg membantu bangat,5
applikasi pemiskin rakyat indobesia,1
"bertahun2 pakai aplikasi ini, tapi pelayanan dari sistem tetap jelek",1
Resto terlalu lama nyiapin makanan tapi ga bisa dicancel. PAYAH,1
"membantu disaat tidakanda kendaraan dirumah , entah itu buat keluar , beli makanan , banyak diskon promo lainnya yang menarik",5
ok,5
luar biasa,5
pelayananya baik skali,5
ok,5
drivernya sangat bersahabat,5
"drivernya rata rata gak amanah , performa turun jauhhhhh, kompain respon lambat!!",1
sangat lambat,1
Makin lama makin mahal. ga ngotak,1
bagus pelayanan Semain cepat,5
drivernya gk amanah!! banyak bikin kecewa!,1
driver lu nda punya otak,1
membuat bgt,5
"di bagian gofood banyak banget yang jelek nya 1. ketika susah dapet driver timer otomatis melambat tidak real time 2. chat CS dibalas nya oleh AI(meskipun bahasa nya tidak kaku tapi kita hanya disuruh pilih jawaban saya tidak bisa tulis sendiri) 3. ketika Disambungkan ke CS yang diberi kebebasan chat apapun,ternyata itu masih AI yang jawab,hanya memberi informasi terkait pesanan,bukan menjawab pertanyaan. jujur gk tau harus bangga atau gk,sisi lain ini APK dalam negri,sisi lain tidak memuaskan",1
aplikasi kebanyakan peripikasi muka sehari sampai 6 x paraaaaaaaaaah.,1
ok,5
bagus sekali,5
"udah berusaha jadi pelanggan yg baik, tapi masih banyak driver yg males²an dan menyepelekan orderan pelanggan. kasihlah sosialisasi kalau terkadang ada pesanan yg urgent",2
"driver lu pada gak niat kerja 2 jam gua nunggu driver, ongkir lu mahal gak jelas",1
"memang tarifnya murah.. tapi mencari drivernya lama, bisa sampai 10 - 30 menit . itu pun jika sudah memilih menu yg nambah tarif. terimakasih",1
drivernya gamau ambil orderan yang hemat,1
sangat membantu cepat dan profesional,5
"saya korban penipuan dari fitur gojek pinjam, akun di hack , yang tadi nya pengen benerin akun gofood yang ingin pindah alamat , malah saya tertipu dari oknum yang mengatasnamakan cs gojek .. fitur yang menyesatkan , celah buat para penipu .. menyesal instal aplikasi gojek .. saya harus nanggung saldo sebesar 2 juta yang di beri gojek , saya tidak merasa memakai uang trsbut .. kalaupun saya menolak bayar , itu karena saya tidak makan uang seperak pun .. tagih sendiri ke pelaku yang nipu saya",1
"mungkin gak semua tapi banyak banget driver taksi online gojek suka meminta membatalkan pesanan, padahal sudah lama ditunggu dengan beribu alasannya. udah males saya dengan aplikasi gojek untuk memesan gocar.",2
thankyou,5
"udah 2x beli gofood dibatalin, mana udah nunggu 1 jam lebih, makasih gojek",1
kok sekarang pemilihan restonya gak bisa banyak? dan aplikasinya berat banget ya,1
mantap aman bagus,5
Mudah Di Pergunakan Jika Tdak Ada Langsung diganti dengan yg lain,5
"terima kasih gojek , teman setia",5
"sistem pelayanan krg memadai, driver nya banyak tapi pada jual mahal ambil orderan",1
dpt cansel dpt lg dicansel lg....tp cukup membantu,5
ok,5
ok enak simpel yaman,5
"masa mau batalin karena ga dapat driver aja harus nunggu sampe 40 menit, mana perut dah lapar keburu emosi",1
good,5
"gojek itu aplikasi suka banget eror, apalagi klo cuaca jelek dikit aja ampun deh mau gojek mau gocar. aplikasi ginikan niatnya untuk memudahkan pelanggan klo ujan klo gak ada kendaraan. ini malah bikin marah2 orang. apalagi klo lagi gosend cuaca gerimis dikit aja udah tuh ampun2an",1
go food skrg gak jelas aturannya utk konsumen. masa nunggu mpe. 1 jam buat cari driver,1
"kasih tau ke drivernya ,jangan pilih-pilih orderan,rezeki dari Allah...",1
mantap,5
"napa suka lemot si giliran mau dipake, sinyal sama wifi lancar padahal. apk sebelah aja lancar lah ini lag sendiri",2
😃,5
gofood buruk,1
cakep,5
"REVISII, AKU DULU KASIH BINTANG 1 TAPI GOJEK UDAH BERBENAH, GA LEMOT BAHKAN DI HP MODEL LAMA SEKALIPUN, BISA BUAT BAYAR QRIS JUGA... DRIVER DATENGNYA CEPET, JARANG CANCEL, DRIVER BAIK, MOTOR OKE, HELM PUN ADA. POKOKNYA GOJEK MANTAPPP, GA KALAH DARI APP OJOL LAINN, SALUT BANGETTT",5
"kalo keluar kota gojeknya ga bisa buat pesan makan, jln dll",3
mantap,5
sangat membantu,5
kenapa batalin makanan lama banget... padahal udah 30 menit ga dapet2 driver.... harusnya maksimal 10 menit klo g dapet driver bisa cancel.. gini orang udah laper 30-40 menit baru bisa cancel... kan aneh banget... kecuali udah dapet driver baru ga boleh di cancel.... tolong sistem ny di perbaiki lagi...,1
"Aplikasi tolol, gagal terus mau masuk verifikasi wajah!",1
siap sedia ketika di butuh kan 👍,5
terpecaya,5
bagus banget buat pesan ojek dan pesan makanan 💕❣️,5
Ok dh,5
sangat cepat,5
Masa pesen gocar titik nya suruh edit katanya ga ter akses padahal di tengah kota. makin ancur ini mah. mana klo pesen gofood lma bnget dapat driver nya,2
semua transaksi mudah,4
pelayanan buruk semakin susah cari driver sama dapet driver jauh dari lokasi payah,1
ok,5
driver seperti lembu. Customer seperti Raja,1
Selamat Pagi Berkah Dalem Gust Gojek munculkan ke menu terima kasih.i.,5
"ssangat membantu,efisien waktu",5
mantabbb,5
"selalu cepat dapat gojek,tidak nunggu lama",5
"aku pesen makanan di gofood sering kali gaada yang ngambil, ini drivernya pada kemana? padahal tadi ada lho beberapa driver yang ambil tapi kenapa seenaknya di cancel coba? mentang mentang paket reguler gitu ya, gasuka deh, aku udah nunggu 1 jam lebih bahkan. sumpah ya, bisa mikir gak sih klo aku juga mesen makanan karena lapar disini?",1
overall OK,5
"mapsnya kadang ga jalan, ga sesuai. kyk tiba² ilang mapsnya/ke cencel padahal ternyata drivernya masi jalan gitu, kan kesian, saya jadi kepesen 2 kali waktu itu.",3
good,5
"gimanasih, sy udh order’ tp gd yg mau ambil. pdhl cuaca lg bagus",1
the best,5
"di awal... naik ojek motor murah hemat, beli pulsa, token dll. eh makin kesini jadi serba mihil 2x lipat ditambah lg stngah lipat... kacau PINDAH AH ke sebelah wkwk",1
"Sangat bagus, drivernya ramah baik banget, saya mabok mobil dikasih permen. penjemputan cepat, bisa diajak ngobrol drivernya. murah terpercaya dan gak nyasar",5
sangat membantu,5
langsung gercep 👍,5
makin kesini fitur nya makin jelek. makin mahal dan ga ada promo. padahal udah lama pake apk ini,1
sangat bermanfaat,5
gojek paylater bekerja sama dengan pinjol findaya. mereka bekerja berbagi data. tapi kerjasama tidak seharusnya pinjol findaya memberikan ancaman penagihan lewat applikasi gojek customer. harap jadi perhatian untuk perusahaan ride healling sebesar gojek. meloloskan pinjol untuk mengacam melalui applikasi gojek paylater. apalagi mengancam nya dengan memberi sms melalui app gojek. dengan mengancam mencederai keluarga terdekat . sungguh terlalu.,1
Tingkat kan terus jangan sampai mengecewakan,5
apk ini dari awal tahun gangguan mulu gak bisa log in,1
"wah, Alhamdulillah cepat dan tepat, Plus promo promo nya bikin kantong gak bolong, terimakasih GO-JEK, memo ku penuh",5
zps akurat,5
"sedih banget driver gojek susah di dapat dan bahkan ga ada saat konvoi persib padahal masih pagi belum rame bgt, juga driver sekitarnya banyak loh cuman ga ada yg mau ambil dan akhirnya saya ga kerja sehari krna ga ada driver, itu tarifnya udah yang tinggi cuma tetap aja ga ada yg ambil. yaudah sekian makasih.",1
Terima kasih,5
ramah dan baik sikapnya,5
mantap,5
"mahal kali harga di apk daripada tokonya langsung, masa iya beda 15rb? banyakan untung gofood daripada yg jualan kyknya, mana ongkirnya 17rb parah amat sekarang matok harga",1
ok sngt mmbntu sekali,5
sangat membantu,5
praktis dan ekonomis. saya sudah membuktikannya. ok,5
manttaab,5
banyak gojek tpi tdk mau penumpang,2
baik,5
"akhir-akhir ini sering banget pesanan dibatalin sistem, gak tau kenapa? mau order ulang harganya malah berubah JAUH. kan jadi males ya.. ah, kan kesel jadinya. 💩 lu...",1
apk GK jelas,1
keren,5
"kecewa banget sama gojek, tiap gofood, udh dapet driver tapi langsung ga di ambil lagi, harus nunggu 1 jam, udah nunggu pun kadang dapet kadang engga, ujung ujungnya harus di batalin, padahal dulu ga kyk gini, kalaupun naik goride nya juga sama, lama, dapetnya jauh, kadang ada yg gamau nerima karna lihat nominal, kalau daerah rawan kyk zona merah oke paham, kalau bukan zona merah, ttp aja di tolak, lama lama pindah apk 🫩",2
"pesen makan lama nyampe nya,, udah gitu driver nya ribet...😒,, kalo makanan sampe tidak tepat waktu harusnya potong harga dong,, jangan dapat voucher,, kalo voucher mah nanti pas di belanjain lagi kita dapat nya telat lagihh,, voucher lagi telat lagi terus aja kayak gt sampe tua..🤦",1
Gak usah adain event game puzle lah klo game nya cacat... ngabisin ruby ngabisin waktu hadehh capek,1
"saya kemaren main ke candi prambanan saat keluar candi saya order gocar, saya sudah menginfokan menunggu dimana saya juga sudah foto lokasi, saya chat drivernya ini saya harus kemana karna saya tdk tahu titik2 penjemputan disana tp driver tdk merespon sama sekali, posisi hujan deras lalu saya lihat mobil yg saya pesan datang saya panggil2 driver tdk berhenti saya lari2 ngejar driver tp driver bilang kalau dibatalkan alasan nunggunya ngga jelas, tp knp ngga respon saat di chat. jahat sekali",1
Oke banget walau baru pertama pakai.,5
sangat membantu,5
"Makin kesini makin lambat responnya, pesen go food ampe 2x cancel nunggu 2jam 😩😩😩",3
Sangat senang,1
mantep cepat,5
gampang tanpa ribet,5
lumayan terbantu meskipun rada lelet juga,4
mantapp,5
bagus aman berkendara,5
uang top up gopay gak masuk cs gak ada tindakan,1
sangat bagus👍,5
biaya aplikasi besar mitra dan customer semakin tertindas!,2
susah banget nyari driper untuk jadi penumpang biasa kebanyakan driver pengen di orioritasin agar ongkos nya naik,2
"apk jelek, driver susah bgt dicari. udh gtu drivenya doyan ngarett, kdg dh terima orderan nunggu lama bgt eh tb² chat suru batalin aja msi lama hrus nganter yg lain dlu. ini klo ad bintang setengah jg gua rating 1/2",1
"Fast and furious, well done",5
"driver komunikatif,tks",5
free for nadiem,5
driver gajelas,1
mantap dan sukses terus buat gojek,5
"susah banget dapet driver ketika order gofood, apa karena driver nya yang semakin ditekan dan tidak disejahterakan???",1
"Jarang2 dapat driver dgn kondisi ok diwaktu dini hari gini, semangat terus Mas Driver dan berkah disetiap usaha anda",5
puas banget pokoknya pake aplikasi ini 👍,5
ok,5
aplikasi ter mantap 😄👍👍,5
lucu ya gojek org udh nunggu gofood lama lama tiba tiba dicancel tolol,1
apalah gw beli mie gacoan 1 harga nya 15.000 pas gw liat lagi jadi 43.000 aduh,2
susah dapet driver goofod mls bgt lg laper malah gadapet,4
Tolong diskon untuk customer di Perbanyak ya. Karena saya pengguna setia Gojek Gofood Gosend,5
"suka lama gojek nya dateng kalo pesen makanan, makanan udh siapa, gojek nya yg gak dateng dateng",1
driver nya malas,1
fitur kirim gambar ga segera diadakan. semakin ribet kalo harus buka laptop dan foto kamera lewat aplikasi gojek di setiap pemesanan,2
pasti ada jalan walau sempit,5
Apk ada pembayaran Tunai/ cash tapi giliran di pake nggak ada driver yang mau ambil orderan nya. jadi buang-buang waktu. sudah lama menunggu akhirnya di suruh cancel,1
Gak bisa ganti pun pake email,1
kurir baik n tepat waktu 👍👍,5
lama banget et dah yang boking huh,1
aplikasi yg kurang profesional,1
Terima kasih go ride aktivitasku lancarmenggunakan aplikasi ini terima kasih,5
"banyakk promo nya,sangat fast respon jika ada kendala",5
sangat puas,5
Regulasi dan sistem sistemnya nggak banget merugikan pengguna sama driver,1
ok,5
"better grab. gojek lama banget nyari nya, udah mah jauh, lebih mahal lagi. pret lah bakal dibagusin. pas mau pesen makanan lama, gabisa dibatalin, kalo mau ngechat resto harus resto dluan yang chat.",2
akurat,5
ok,5
gasuka sama driver yg suka cancle apapun orderan itu,1
"bukan apps nya yang bermasalah,melainkan deivernya. saya pengguna rutin. ada beberapa nama driver yang orangnya berbeda2 namun di akunya nama 1. dia bilang katanya gantian nariknya,kok bisa katanya sudah vermuk. banyak sisi negatifnya kalo model kaya supir angkot. 1 bisa d salahgunakan 2 kasihan driver lain yang paling 10jm kerja,sulit dpt orderan. itu kata penjelasan dri beberapa driver. mana ada akun driver nyalah 24jam emang gak ke PM ya? itu namanya gak adil. tolonglah para aplikator",1
Terima kasih untuk respon cepat tanggap pada Gojek - Transportasi bila ingin sekali bepergian jauh dan pembelian dalam aplikasi sangat membantu,5
padahal jaringan oke app nya udah uddet cuma ya gitu ngelag GPS driver nya heran,1
gangguan berbulan-bulan,1
"sekarang banyak banget driver ngubah harga seenak jidat, diaplikasi sudah tertera harga sesuai jarak perjalanan, lalu si driver minta cancel pemesanan diaplikasi dan minta cash dengan harga yang nggak ngotak, tolong kalau kayak gini sama aja penipuan harga, udah pas itu mintanya maksa lagi, udah pada nggak jujur driver sekarang.",1
"pesen makan 3x udh nunggu 2,5 jam gak dapet driver, sampe kelaperan pesen go Mart 3X juga sama gak di response, parah sih gak guna",1
bagus,5
mantap sangat cocok aman dan harga bersahabat,5
oke cm diskon voucher susah,4
"kok biaya layanan dan biaya untuk makanan sangat mahal , katanya presiden pajak nya di turunin",1
"terimakasih,",5
ok,5
the best pokoknya,5
bagus,5
"tolong dong itu fitur ganti pembayaranny dibenerin, sy pesen pake tunai dulu bru isi saldo krna buru2, ps mau diganti gbs diganti ke gopay.",4
"Kok suka error yaa aplikasi gojeknya...padahal lg buru2 bgt...mambentu sih selama aku pake gojek, terimakasih gojek",5
bagus sangat membantu,5
"dari jam 4 sampe jam 7 gadapet driver bukan nya di optimalin cari driver malah ngebolehin pengambilan uang kembali. benerin sistem yg ngga becus ini, hargain customer yg ber jam jam nungguin makanan. aplikasi gajelas kalo gini trus saya doa in bangkrut ngga berkembang",1
"makin ribet peraturan nya .. gara² kredit skor, mau belanja apapun jadi susah.. padahal nggak pernah telat bayaran atau pun nunggak.. the real dark system.. eiittss. ada perkembangan",4
sangat cepat dan mudah,5
good job,5
resto terdekat mahal,2
aplikasinya mudah dioperasikan,5
"kok go cats, link dari teman gak bisa di klik ya skrg..tolong perbaiki",3
sangat membantu,5
pengantaran sampai tujuan,5
"DRIVER NYA TOXIC, SAYA DI ANCAM DI INTIMIDASI! GA BANGET",1
"pertama kali pesen gofood gokil cepet banget gak nyampe 10mnt udh nyampe, dan driver juga gak banyak nanya lokasi jadi gak nyusahin pembeli xixi top lahbiar rating yang mewakili",5
selama dan semales ini drivernya? mesennya lama bgt,1
gercep,5
ok,5
gokill,5
"SUSAH DAPET DRIVER, SEKALINYA DAPET JAUH BGT SAMPE 20 MENIT MAKSUDNYA APA!!! PADAHAL ADA DRIVER TERDEKAT DI MAPSNYA",1
aplikasi yg sangat bermanfaat kompit pokoknya,5
Luar biasa,5
solusi dikala ngak mau kemana mana untung ada gojek..semangattt buat kakak2 gojek...,5
ramah ramah yang jemput,5
jos gandos,5
trima kah pak,4
keren,5
bagus,5
mantap,5
"trimaksih Gojek, krna Sllu mempermudah perjalanan ku🧡",5
Kesejahteraan Driver tetap terjaga,5
"di Bangkalan sudah mulai banyak drivernya, bisa tepat waktu, tingkatkan pelayanan.",5
👍,4
oke,5
alhamdulilah driver nya amanah,5
sekarang gojek kenapa ketika cancel harus bayar ke aplikasi. padahal yang minta cancel terkadang drivernya. atau drivernya tidak bales chat. mohon di pelajari lagi kebijakan tersebut. masak kita harus menunggu yang tidak pasti.,1
Minta setia Gojek,5
bagus,5
sering membatalkan pesanan gofood,1
sangat cepat,5
"kebanyakan notif gak penting, mau dimatiin ntar malah gabisa mantau klo lagi mesen. serba salah dih",1
"ga terima sebagai customer gosend, gofood, & gosend e-commerce apa apa selalu di multi padahal sudah bayar full",1
mantap,5
mantap 👍👍👍👍👍,5
mntap,5
good,5
ok,5
ya baguslah,5
"Aplikasi gajelas bnyk iklan ny, jdi kalah.",1
ok mantap,5
tarif jarang ada diskon,5
murah cepat,5
mantap,5
mantap gojek ku,5
mantap sekali,5
yey,5
"Sabtu Pagi 23 Mei 2026 Jam 8.25 naik Gocar B1924EOY pengemudi Heru Komarudin , mobil bersih dan mengemudi dg baik hati hati... Sehat2 pak Heru.. Semangat..",5
G bisa update,1
susah download lambat,2
pencarian drivernya cepat,4
"MANTAP, PELAYANAN BAIK DAN CEPAT",5
gud apps,5
jos lah,5
ok,5
baik dan ramah,5
okay murah cepat gercep tidak kalah dengan aplikasi sebelah mengerti akan kebutuhan pengguna,5
Parah driver gocarnya sering sekali didiemin klo order udah nunggu agak lama di chat ga di bales,1
Sangat bagus dan membantu,5
sngtembantu,5
good,5
banyakin promonyaaaa dongs,4
sangat membantu,5
Nice,5
aplikasi terbaik,5
bagus,5
mantap,5
Good,5
eeewwww di t,4
"susah cari driver, banyak kendaraan driver yang ga layak ga sesuai di apk !!",1
"proses gopay pinjam ribet dan lama,disuruh nunggu 15 menit,sudah 2 jam masih gak d proses juga...klo sekiranya orang butuh pinjaman buat lahiran,mgkin sudah lahiran pinjamannya belum juga cair....mana admin gak ada yg bisa di chat....parah....",1
"lama banget pesen makan telat terus, nyari driver nya lama dan banyak yg ga sopan juga, lebih bagus apk sebelah",2
aplikasi paok,1
keren,5
pokonya Gojek pilihan saya nomor 1 tidak Takan pernah tergantikan dgn pilihan yg lainnya.,5
pesen gojek lama drivernya ga mau ngerespon,1
sangat membantu sekali,5
"mohon bantuan nya, saya ingin mengajukan restukturisasi pinjaman Gopay Pinjam, sudah hubungin CS melalui apk Gojek di menu yg tersedia, tetapi tidak ada 1 jawabanpun atau solusi yang saya terima. mohon bantuan bagaimana cara mengajukan restukturisasi tersebut. jika ulasan saya ini di tanggapi, saya akan mengedit untuk memberi bintang 5. terimakasih.",1
Oke,5
sering tidak menemukan driver,2
enak,5
sangat cocok digunakan,5
ok,5
biasa saja...,4
APLIKASI PENGIKUT DAJJALLL!!!!,5
bagus tapi yolong waktu apdet lebih di cepitin lagi yahh🤏😊,5
"para driver gojek itu keren keren banget, pada ramah orang orangnya, etika nya bagus, pokoknya keren bangettt, no promosi lebih tepatnya saya ini berbicara apa adanya yang saya rasakan",5
mantab memudahkan,5
ok,5
Mudah dan murah,5
ini aplikasi nya eror,1
"tidak ada solusi untuk kendala, tidak bisa chat adm",1
"gak lagi"" gw pake gojek njir, awal"" cuma coba pengalaman pertama yang buruk driver di kasih tau jangan terobos lampu merah malah ngeyel dan sering kebut-kebutan yang hampir bikin saya kecelakaan",2
"perbanyak mobil listrik, enak adem",5
memudahkann.. mwngesankan.. memantapkannn,5
"ga bgt, drivernya susah di cari",1
SEKARANG SUSAH BANGET NYARI DRIVER PDHAL UDAH NUNGGU LAMA. TIKET KERETA UDAB HANGUS GARA² NYARI DRIVER 15MNT LEBIH GA DAPET . PDHAL SEBELUMNYA GAPERNAH GINI. LOKASI JUGA STRATEGIS,3
