text,rating,length,clean_text,word_count
"lama banget pesen makan telat terus, nyari driver nya lama dan banyak yg ga sopan juga, lebih bagus apk sebelah",2,111,lama banget pesen makan telat terus nyari driver nya lama dan banyak yg ga sopan juga lebih bagus apk sebelah,20
pokonya gojek pilihan saya nomor 1 tidak takan pernah tergantikan dgn pilihan yg lainnya.,5,89,pokonya gojek pilihan saya nomor tidak takan pernah tergantikan dgn pilihan yg lainnya,13
pesen gojek lama drivernya ga mau ngerespon,1,43,pesen gojek lama drivernya ga mau ngerespon,7
sangat membantu sekali,5,22,sangat membantu sekali,3
"mohon bantuan nya, saya ingin mengajukan restukturisasi pinjaman gopay pinjam, sudah hubungin cs melalui apk gojek di menu yg tersedia, tetapi tidak ada 1 jawabanpun atau solusi yang saya terima. mohon bantuan bagaimana cara mengajukan restukturisasi tersebut. jika ulasan saya ini di tanggapi, saya akan mengedit untuk memberi bintang 5. terimakasih.",1,351,mohon bantuan nya saya ingin mengajukan restukturisasi pinjaman gopay pinjam sudah hubungin cs melalui apk gojek di menu yg tersedia tetapi tidak ada jawabanpun atau solusi yang saya terima mohon bantuan bagaimana cara mengajukan restukturisasi tersebut jika ulasan saya ini di tanggapi saya akan mengedit untuk memberi bintang terimakasih,49
sering tidak menemukan driver,2,29,sering tidak menemukan driver,4
sangat cocok digunakan,5,22,sangat cocok digunakan,3
aplikasi pengikut dajjalll!!!!,5,30,aplikasi pengikut dajjalll,3
bagus tapi yolong waktu apdet lebih di cepitin lagi yahh🤏😊,5,58,bagus tapi yolong waktu apdet lebih di cepitin lagi yahh,10
"para driver gojek itu keren keren banget, pada ramah orang orangnya, etika nya bagus, pokoknya keren bangettt, no promosi lebih tepatnya saya ini berbicara apa adanya yang saya rasakan",5,184,para driver gojek itu keren keren banget pada ramah orang orangnya etika nya bagus pokoknya keren bangettt no promosi lebih tepatnya saya ini berbicara apa adanya yang saya rasakan,29
mudah dan murah,5,15,mudah dan murah,3
ini aplikasi nya eror,1,21,ini aplikasi nya eror,4
"tidak ada solusi untuk kendala, tidak bisa chat adm",1,51,tidak ada solusi untuk kendala tidak bisa chat adm,9
"gak lagi"" gw pake gojek njir, awal"" cuma coba pengalaman pertama yang buruk driver di kasih tau jangan terobos lampu merah malah ngeyel dan sering kebut-kebutan yang hampir bikin saya kecelakaan",2,194,gak lagi gw pake gojek njir awal cuma coba pengalaman pertama yang buruk driver di kasih tau jangan terobos lampu merah malah ngeyel dan sering kebutkebutan yang hampir bikin saya kecelakaan,31
"perbanyak mobil listrik, enak adem",5,34,perbanyak mobil listrik enak adem,5
memudahkann.. mwngesankan.. memantapkannn,5,41,memudahkann mwngesankan memantapkannn,3
"ga bgt, drivernya susah di cari",1,31,ga bgt drivernya susah di cari,6
sekarang susah banget nyari driver pdhal udah nunggu lama. tiket kereta udab hangus gara² nyari driver 15mnt lebih ga dapet . pdhal sebelumnya gapernah gini. lokasi juga strategis,3,179,sekarang susah banget nyari driver pdhal udah nunggu lama tiket kereta udab hangus gara nyari driver mnt lebih ga dapet pdhal sebelumnya gapernah gini lokasi juga strategis,27
"tolong hapus sistem driver bisa memberi bintang di pembeli, karena sistem ini driver gojek pada pilih pilih ambil mana pesanan",1,126,tolong hapus sistem driver bisa memberi bintang di pembeli karena sistem ini driver gojek pada pilih pilih ambil mana pesanan,20
amat sangat membantu,5,20,amat sangat membantu,3
"driver lu pada males, apalagi bandung",2,37,driver lu pada males apalagi bandung,6
"aplikasi buruk ""tidak user friendly"", pembatalan pesanan sengaja ditaruh tempat yang sulit dilihat, chat dengan admin gojek membingungkan, pesanan sudah dapat driver app masih mencari driver lagi akibatnya terpotong pembayaran 2x.",2,230,aplikasi buruk tidak user friendly pembatalan pesanan sengaja ditaruh tempat yang sulit dilihat chat dengan admin gojek membingungkan pesanan sudah dapat driver app masih mencari driver lagi akibatnya terpotong pembayaran x,31
pelayanannya baguss bangett,5,27,pelayanannya baguss bangett,3
"halo saya baru saja ganti hp, otomatis aplikasi tertutup. ketika ingin buka aplikasi gojek minta verivikasi email. sedangkan email lama saya sudah tidak terpakai lagi. tolong solusinya jek. sudah pakai nomor telepon yg aktif tapi tetap tidak bisa.",4,247,halo saya baru saja ganti hp otomatis aplikasi tertutup ketika ingin buka aplikasi gojek minta verivikasi email sedangkan email lama saya sudah tidak terpakai lagi tolong solusinya jek sudah pakai nomor telepon yg aktif tapi tetap tidak bisa,38
"tutup aja,,punya driver pada belagu,,di chat ga bales"",,orgmh nungguin aja,,posisinya malah makin jauh,,padahal apa susahnya sih bales klo ga mau ambil,,pasti gw cancel ko",1,171,tutup ajapunya driver pada belagudi chat ga balesorgmh nungguin ajaposisinya malah makin jauhpadahal apa susahnya sih bales klo ga mau ambilpasti gw cancel ko,24
"system gosend buruk,tlg d perbaiki, order baru masuk blm 3 menit sudah d cancel system",1,86,system gosend buruktlg d perbaiki order baru masuk blm menit sudah d cancel system,14
"sering dapet driver yang sengaja diem di tempat, sebenernya kalau gak mau ngambil ya sudah tinggal cancel apa susahnya? tolong gojek untuk oknum kayak begini dikasih paham ya..",1,176,sering dapet driver yang sengaja diem di tempat sebenernya kalau gak mau ngambil ya sudah tinggal cancel apa susahnya tolong gojek untuk oknum kayak begini dikasih paham ya,28
"orang² nya pada ramah semua, dan penuh bertanggung jawab",5,56,orang nya pada ramah semua dan penuh bertanggung jawab,9
"aplikasi perampok digital,dengan menipu customer lewat biaya promo dan layanan,pdahal smua itu bohong dan sudah terbongkar,pantes driver sering mengeluh,karna tidak sesuainya tarif,bahkan potongannya bisa 50% dari yg telah di bayarkan customer",1,243,aplikasi perampok digitaldengan menipu customer lewat biaya promo dan layananpdahal smua itu bohong dan sudah terbongkarpantes driver sering mengeluhkarna tidak sesuainya tarifbahkan potongannya bisa dari yg telah di bayarkan customer,30
sekarang harga nya mulai normal,5,31,sekarang harga nya mulai normal,5
sering di cancel oleh driver apa lagi sore hari,5,47,sering di cancel oleh driver apa lagi sore hari,9
bagus sangat membantu,5,21,bagus sangat membantu,3
harga nya lebih bersahabat... beda 50% lebih hemat. terima kasih.,5,65,harga nya lebih bersahabat beda lebih hemat terima kasih,9
"aneh gosend dlu ga smpe 1 jam lebih nunggu driver doang, ini 1 jam nunggu driver blm di ambil blm otw nya. aneh ga jelas!!!",1,123,aneh gosend dlu ga smpe jam lebih nunggu driver doang ini jam nunggu driver blm di ambil blm otw nya aneh ga jelas,23
so far aman...ga ada kendala,5,28,so far amanga ada kendala,5
lebih nyaman pakai gojek,5,24,lebih nyaman pakai gojek,4
terima kasih telah hadir,5,24,terima kasih telah hadir,4
all the best,5,12,all the best,3
"sering kali pakai, mau input alamat agak susah, sudah ketik dengan benar, aplikasinya sok tau ganti sendiri nomer rumahnya & tidak bisa pakai copy paste dlm input no telp🤣.",3,172,sering kali pakai mau input alamat agak susah sudah ketik dengan benar aplikasinya sok tau ganti sendiri nomer rumahnya tidak bisa pakai copy paste dlm input no telp,28
aplikasi lawak padahal pengguna lama tapi ngajuin gopay pinjam susah banget kek limit banyak aja kocak,1,102,aplikasi lawak padahal pengguna lama tapi ngajuin gopay pinjam susah banget kek limit banyak aja kocak,16
aplikasi tanpa customer service..sama swkali gak membantu,1,57,aplikasi tanpa customer servicesama swkali gak membantu,7
kecewa gocats error,3,19,kecewa gocats error,3
pesen 2x di bataljn trus gatau kenapa heran,4,43,pesen x di bataljn trus gatau kenapa heran,8
titik jemput harus lebih akurat,4,31,titik jemput harus lebih akurat,5
udah pesen 10x gk dapet driver,1,30,udah pesen x gk dapet driver,6
"mudah, murah, cepat, aman.",5,26,mudah murah cepat aman,4
"gofood buat panduan resto untuk cari makanan terdekat aja harga asli sama aplikasi 3xlipat,order sekali trus kalo cocok masakanya minta nomer resto pesenan offlen lebih irit",5,173,gofood buat panduan resto untuk cari makanan terdekat aja harga asli sama aplikasi xlipatorder sekali trus kalo cocok masakanya minta nomer resto pesenan offlen lebih irit,26
"ok nice, tpi mehong .. gpplah",5,29,ok nice tpi mehong gpplah,5
sangat bagus pelayanannya dan cepat,5,35,sangat bagus pelayanannya dan cepat,5
sangat ramah dan efisien cocok dozaman sekarang,5,47,sangat ramah dan efisien cocok dozaman sekarang,7
sangat membantu buat kita yg sibuk,5,34,sangat membantu buat kita yg sibuk,6
"selamat siang pihak gopay, saya mau menyampaikan kekecewaan saya, yg dimana ketika pengisian pulsa nomor tlfn tidak terdaftar tetapi saldo tetap berkurang. payah banget ini..",1,174,selamat siang pihak gopay saya mau menyampaikan kekecewaan saya yg dimana ketika pengisian pulsa nomor tlfn tidak terdaftar tetapi saldo tetap berkurang payah banget ini,25
saya di tuduh menyalah gunakan promo jadi tidak ada promo sama sekali di gojek dan juga daftar goplus tidak bisa. tp tidak di info penyalahgunaan dlm bentuk apa. knp dak jelas cs tlp dan chat jawabannya tamplate semuaaaa,1,220,saya di tuduh menyalah gunakan promo jadi tidak ada promo sama sekali di gojek dan juga daftar goplus tidak bisa tp tidak di info penyalahgunaan dlm bentuk apa knp dak jelas cs tlp dan chat jawabannya tamplate semuaaaa,38
aplikasi gojek sangat membantu,4,30,aplikasi gojek sangat membantu,4
apaan jir udah di edit alamat nya ttep ongkosnya ga berubah. gua mau bekasi ke bogor trs gua edit alamat jadi masih di daerah bekasi ttep aja harganya segitu jadi terpaksa gua bayar 136 cuma buat beberapa kilo doang,1,215,apaan jir udah di edit alamat nya ttep ongkosnya ga berubah gua mau bekasi ke bogor trs gua edit alamat jadi masih di daerah bekasi ttep aja harganya segitu jadi terpaksa gua bayar cuma buat beberapa kilo doang,38
order grap carnya cpt g lma lnsg dtng..,5,39,order grap carnya cpt g lma lnsg dtng,8
sangat bermanfaat dan bermanfaat saat melakukan perjalanan,5,58,sangat bermanfaat dan bermanfaat saat melakukan perjalanan,7
"sopirnya baik sopan senang bercanda ,,,,good job👍👍👍",5,51,sopirnya baik sopan senang bercanda good job,7
"pesen gocar suka gaada respon dan lama bgt, gabisa menghubungi drivernya dan nomer telfonnya jg ga keliatan, semenjak penggantian pemimpin gojek jadi down grade..",1,162,pesen gocar suka gaada respon dan lama bgt gabisa menghubungi drivernya dan nomer telfonnya jg ga keliatan semenjak penggantian pemimpin gojek jadi down grade,24
hmm oke oke,5,11,hmm oke oke,3
sering gangguan skrg mah,2,24,sering gangguan skrg mah,4
sangat buruk dan ongkos nya sangat mahal,1,40,sangat buruk dan ongkos nya sangat mahal,7
"tadi mau tf ke bank gabisa:( harus upgrade dulu ke gopay plus,ada niatan mau upgrade tapi takut prosesnya lama meskipun prosesnya lama saya tetep cobain upgrade ke gopay plus tiba tiba prosesnya upgrade nya cepet dong ga sampe 30menit mantep deh.",5,246,tadi mau tf ke bank gabisa harus upgrade dulu ke gopay plusada niatan mau upgrade tapi takut prosesnya lama meskipun prosesnya lama saya tetep cobain upgrade ke gopay plus tiba tiba prosesnya upgrade nya cepet dong ga sampe menit mantep deh,41
sangat cocok bertransportasi simple cepat good,5,46,sangat cocok bertransportasi simple cepat good,6
"pelayanan semakin buruk, ada driver yang dekat malah dikasih driver yang jauh",1,77,pelayanan semakin buruk ada driver yang dekat malah dikasih driver yang jauh,12
stres dah 3 hari dikerjain pas main bolak balok maksudnya kalo mau kasih balok 5 ada jarak di skornya ini masalahnya dapat balok 5 gak berapa lama 4-6 balok udah muncul lagi aja gimana gak kesel ngotak lah bikin game gw udah buang banyak ruby tapi dibercandain gitu gak lucu blok,1,279,stres dah hari dikerjain pas main bolak balok maksudnya kalo mau kasih balok ada jarak di skornya ini masalahnya dapat balok gak berapa lama balok udah muncul lagi aja gimana gak kesel ngotak lah bikin game gw udah buang banyak ruby tapi dibercandain gitu gak lucu blok,47
"sangat membantu,juga transportasi cepat.",5,40,sangat membantujuga transportasi cepat,4
"keren dan baik abang nya ,, terimakasih gojek ...",5,49,keren dan baik abang nya terimakasih gojek,7
"gopaynya di perbaiki lagi utk masalah perbaikan yg misal no akun ya hilang,, kalo bisa dipermudah, jangan mempersulit pengguna nya yg ingin mengaktifkan lagi ato mengganti nomernya,, terimakasih,, mohon berhatihati bagi yg menyimpan uangnya disaldo gopay,, utk perbaikan secara lgsung lewat customernya juga tidak bisa,, pas ditelpon harus tetep lewat form diapk gopay,, udah gitu pertanyaan nya sangat mempersulit pengguna nya.. sehingga nomer yg lama yg hilang tidak bisa diganti,, sekian trims",1,496,gopaynya di perbaiki lagi utk masalah perbaikan yg misal no akun ya hilang kalo bisa dipermudah jangan mempersulit pengguna nya yg ingin mengaktifkan lagi ato mengganti nomernya terimakasih mohon berhatihati bagi yg menyimpan uangnya disaldo gopay utk perbaikan secara lgsung lewat customernya juga tidak bisa pas ditelpon harus tetep lewat form diapk gopay udah gitu pertanyaan nya sangat mempersulit pengguna nya sehingga nomer yg lama yg hilang tidak bisa diganti sekian trims,72
"saatnya tinggalkan gojek dan gofood, apalagi gofoodnya mahal2, jauh beda pas datang ke tempatnya, kasihan yg umkm cuma memperkaya developer gojeknya, tapi ya biarlah ga bakal lama lagi aplikasi kek gini akan di gantikan dengan yang lain",1,236,saatnya tinggalkan gojek dan gofood apalagi gofoodnya mahal jauh beda pas datang ke tempatnya kasihan yg umkm cuma memperkaya developer gojeknya tapi ya biarlah ga bakal lama lagi aplikasi kek gini akan di gantikan dengan yang lain,37
gojek makin kesini jadi mahall bangeet gilaa apalagi pas hujan udah gitu cari driver nya lamaaaaa bgt astaga. . bayangin jarak tempuh ke lokasi tujuan 7 menit lalu ongkos nya 18rb dan itu hampir 20rb! belum lagi nanti saat cuaca sedang hujan!! menurut saya harga segitu sangat sangat tidak affordable,1,300,gojek makin kesini jadi mahall bangeet gilaa apalagi pas hujan udah gitu cari driver nya lamaaaaa bgt astaga bayangin jarak tempuh ke lokasi tujuan menit lalu ongkos nya rb dan itu hampir rb belum lagi nanti saat cuaca sedang hujan menurut saya harga segitu sangat sangat tidak affordable,48
good okee nicee seringin promo,5,30,good okee nicee seringin promo,5
aplikasi ga jelas tolol,1,23,aplikasi ga jelas tolol,4
"saya mau bikin akun gojek, udah ganti email bbrpa kali ttep gbisa hmm aneh bgt pdhl pake akun baru ttep gbisa",1,109,saya mau bikin akun gojek udah ganti email bbrpa kali ttep gbisa hmm aneh bgt pdhl pake akun baru ttep gbisa,21
"fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar, mohon diperbaiki, terima kasih",5,151,fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar mohon diperbaiki terima kasih,25
tolong untuk lokasi lebih akurat lagi,4,37,tolong untuk lokasi lebih akurat lagi,6
mantap aplikasi nya,5,19,mantap aplikasi nya,3
susah cari driver,2,17,susah cari driver,3
"customer udah nunggu 1 jam, driver ga ngabarin kalo ga di pick up. nunggu customer duluan yang hubungin, kejadian kaya gini ga sekali dua kali sering bgt. non aktifin aja mode hematnya buang waktu orang lain",2,207,customer udah nunggu jam driver ga ngabarin kalo ga di pick up nunggu customer duluan yang hubungin kejadian kaya gini ga sekali dua kali sering bgt non aktifin aja mode hematnya buang waktu orang lain,35
saya pernah salah alamat pakai aplikasi,2,39,saya pernah salah alamat pakai aplikasi,6
sudah bagus semua.,5,18,sudah bagus semua,3
"sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon , sbg driver goride maps sangat membantu menjalankan order . bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug - nya . seminggu ini terhitung 14 - 21 mei maps hanya sinkron saat menjemput customer. saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua",1,500,sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon sbg driver goride maps sangat membantu menjalankan order bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug nya seminggu ini terhitung mei maps hanya sinkron saat menjemput customer saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua,78
kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,3,95,kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,16
ngotak dikit lahh kalau ngasih biaya layanan. makanan sma biaya layanan bisa mahal biaya layanan,1,96,ngotak dikit lahh kalau ngasih biaya layanan makanan sma biaya layanan bisa mahal biaya layanan,15
aplikasi paling mantap karya anak bangsa,5,40,aplikasi paling mantap karya anak bangsa,6
bagus aplikasi nya,5,18,bagus aplikasi nya,3
"lemot, status ga berubah berubah nge stuck",1,42,lemot status ga berubah berubah nge stuck,7
driver nya sdm rendah semua,1,27,driver nya sdm rendah semua,5
instal dari 2018 sampai skrng ga kebuka spinjam aneh bgt padahal udh ratusan transaksi mending gua uninstall lah pindah ke maxim lebih murah lagi,1,145,instal dari sampai skrng ga kebuka spinjam aneh bgt padahal udh ratusan transaksi mending gua uninstall lah pindah ke maxim lebih murah lagi,23
masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini... padahal saya liat bisa di lewatkan jalan yg tdk berkelok2. tolong di benerkan... sering pake gojek kok updateannya keok... ( kasus lama) kasus baru pesen mkn kayak pesen antrian sembako yg kena php. masa udh pilih alamat dikasih alamat terdekat lagi. tiap buka app tiba2 hang tutup app sendiri. aneh kok gojek,1,388,masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini padahal saya liat bisa di lewatkan jalan yg tdk berkelok tolong di benerkan sering pake gojek kok updateannya keok kasus lama kasus baru pesen mkn kayak pesen antrian sembako yg kena php masa udh pilih alamat dikasih alamat terdekat lagi tiap buka app tiba hang tutup app sendiri aneh kok gojek,66
aku kasih bintang 1 soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter & gopinjam satupun tidak di setujui..... emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,1,303,aku kasih bintang soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter gopinjam satupun tidak di setujui emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,47
"semoga titik jemput pas lokasi biar driver nya jadi ga muter"" nyari lokasi gw",5,77,semoga titik jemput pas lokasi biar driver nya jadi ga muter nyari lokasi gw,14
transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,5,73,transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,11
kenapa game gocats tidak bisa dimainkan? seru-seruan utk dapat coin. lumayan buat bayar tagihan,3,95,kenapa game gocats tidak bisa dimainkan seruseruan utk dapat coin lumayan buat bayar tagihan,14
"gojek makin sini makin ancur susah dapet driver, giliran dapet malah yang jauh, apalagi kalo pesen gofood",5,105,gojek makin sini makin ancur susah dapet driver giliran dapet malah yang jauh apalagi kalo pesen gofood,17
"cepat respon, drivernya sangat ramah, harga terjangkau",5,54,cepat respon drivernya sangat ramah harga terjangkau,7
sangat mudah dan terpercaya,5,27,sangat mudah dan terpercaya,4
mantap is the best,5,18,mantap is the best,4
sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama -sama aman baik driver pengirim dan penerima,4,238,sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama sama aman baik driver pengirim dan penerima,36
mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,1,68,mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,11
kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,5,81,kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,12
"menyenangkan, driver sdh berpengalaman. tidak menunggu lama mencari driver",5,74,menyenangkan driver sdh berpengalaman tidak menunggu lama mencari driver,9
"drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongan.sekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasi,drivernya jg sering berpakaian tidak lengkap dan rapih alias jorok,jaket bau krn ngk dicuci ntah berapa lama.",1,382,drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongansekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasidrivernya jg sering berpakaian tidak lengkap dan rapih alias jorokjaket bau krn ngk dicuci ntah berapa lama,56
sukaaa bisa belanja scora skincare,5,34,sukaaa bisa belanja scora skincare,5
ook sangat membantu perjalanan kami,5,35,ook sangat membantu perjalanan kami,5
"aplikasinya tidak bisa dipakai, saat saya mau scearh ""lokasi tidak ditemukan"", padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya",1,153,aplikasinya tidak bisa dipakai saat saya mau scearh lokasi tidak ditemukan padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya,22
"terimakasih ya pak atas pelayanan mengemudi nya, maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya, jadi lah mitra gojek yg terbaik",5,150,terimakasih ya pak atas pelayanan mengemudi nya maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya jadi lah mitra gojek yg terbaik,26
"sejauh ini, hanya gojek yang bisa di andalkan dalam segala situasi. dan promonya banyak bangettt.. makasihh gojek🫶🏻🫶🏻😍",5,118,sejauh ini hanya gojek yang bisa di andalkan dalam segala situasi dan promonya banyak bangettt makasihh gojek,17
sangat membantu dan sangat memuaskan pelanggan,5,46,sangat membantu dan sangat memuaskan pelanggan,6
pembayaran selalu dibatalkan gabisa,1,35,pembayaran selalu dibatalkan gabisa,4
gojek solusi perjalanan tanpa lama,5,34,gojek solusi perjalanan tanpa lama,5
"belakang ini driver lu susah banget, kebanyakan nyortir orderan, kalo mereka bisa nyortir orderan kenapa pihak pusatnya ga nyortir para driver aja, biar driver yg beneran niat kerja aja yg di pilih, yg kebanyakan nyortir mah pm aja langsung, dapet driver bukannya mendekat titik jemput, ini malah menjauh dari titik jemput, tanpa adanya komunikasi.!!",1,350,belakang ini driver lu susah banget kebanyakan nyortir orderan kalo mereka bisa nyortir orderan kenapa pihak pusatnya ga nyortir para driver aja biar driver yg beneran niat kerja aja yg di pilih yg kebanyakan nyortir mah pm aja langsung dapet driver bukannya mendekat titik jemput ini malah menjauh dari titik jemput tanpa adanya komunikasi,54
"cepat datang, pencarian lokasi juga cepat harga bersahabat...",5,61,cepat datang pencarian lokasi juga cepat harga bersahabat,8
"okee banget pelayanannya, i like it this one",5,44,okee banget pelayanannya i like it this one,8
aplikasi yang sangat membantu sekali.sangat puas dengan pelayanan yang ramah,5,76,aplikasi yang sangat membantu sekalisangat puas dengan pelayanan yang ramah,10
go jek is the best,5,18,go jek is the best,5
pak nadiem semangat yaa,5,23,pak nadiem semangat yaa,4
"aplikasi ojol yg doyan double order, padahal order 1x dapetnya 2 driver, sering kek gini",1,88,aplikasi ojol yg doyan double order padahal order x dapetnya driver sering kek gini,14
"gimana nasib akun gofood jarak dekat? kami driver dibayar 5ribu rupiah dari orderan gofood padahal customer bayar belasan ribu, aplikasi serakah penjajah modern",1,160,gimana nasib akun gofood jarak dekat kami driver dibayar ribu rupiah dari orderan gofood padahal customer bayar belasan ribu aplikasi serakah penjajah modern,23
"harga mahal nyari driver susah,pake prioritas baru dapet...",1,59,harga mahal nyari driver susahpake prioritas baru dapet,8
pesan gocar comfort tarif 31. pas charge jadi 41 tanpa ada approval. perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dr driver,3,182,pesan gocar comfort tarif pas charge jadi tanpa ada approval perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dr driver,27
lebih cepat dan lebih,5,21,lebih cepat dan lebih,4
aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,1,83,aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,13
isi saldo kok bisa berkurang sendiri saldo gopaynya,4,51,isi saldo kok bisa berkurang sendiri saldo gopaynya,8
"😝😝😝👍 six itu yg j apa b y gan yg ada ,",2,38,six itu yg j apa b y gan yg ada,10
bosen nyender saya . parah,5,26,bosen nyender saya parah,4
jangan muncul di iklan game bae napa,1,36,jangan muncul di iklan game bae napa,7
sangat memuaskan layanannya.,5,28,sangat memuaskan layanannya,3
wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,5,63,wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,12
makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,3,78,makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,12
"kirain cuma sekali dua kali, ternyata sistem top up gopay dirubah ya kalo lewat m-banking. biaya admin bukan dari bank lagi tapi saldo yg masyj kr gopay yg dipotong!! top up 100 ribu biaya admin ga ada pas cek kenapa saldo yg masuk cuma 98-99k!!",1,245,kirain cuma sekali dua kali ternyata sistem top up gopay dirubah ya kalo lewat mbanking biaya admin bukan dari bank lagi tapi saldo yg masyj kr gopay yg dipotong top up ribu biaya admin ga ada pas cek kenapa saldo yg masuk cuma k,44
"permainan baloknya kek nipu. soalnya pas skor udah 500 katanya ada sktivitas tidak wajar terdeteksi, hadiah ga bisa diambil wkwkwk",2,130,permainan baloknya kek nipu soalnya pas skor udah katanya ada sktivitas tidak wajar terdeteksi hadiah ga bisa diambil wkwkwk,19
"apk aneh, percuma ngasih voucher potongan harga kalau drivernya gak ada yang mau,dan ada yang marah malahan,jd buat apa sih dikasih tu diskon",1,141,apk aneh percuma ngasih voucher potongan harga kalau drivernya gak ada yang maudan ada yang marah malahanjd buat apa sih dikasih tu diskon,23
"sangat membantu, harga terjangkau",5,33,sangat membantu harga terjangkau,4
"ini juga, main bolak balok sudah skor 500, malah ada keterangan ""aktivitas tidak wajar"". kepala kamu gak wajar. ngasih uang receh 10 rupiah aja dipersulit. percuma update tapi kayak gini gak becus diperbaiki. saya main pakai otak saya sendiri gak pakai bot. main game udah jujur tapi disabotase terus",1,300,ini juga main bolak balok sudah skor malah ada keterangan aktivitas tidak wajar kepala kamu gak wajar ngasih uang receh rupiah aja dipersulit percuma update tapi kayak gini gak becus diperbaiki saya main pakai otak saya sendiri gak pakai bot main game udah jujur tapi disabotase terus,47
"lucu ya, ngasih paylater limit besar ,tapi giliran rajin pakai di blokir wkwkwkkw, aneh.kalau takut gak usa kasih limit biar gak di pakai",5,137,lucu ya ngasih paylater limit besar tapi giliran rajin pakai di blokir wkwkwkkw anehkalau takut gak usa kasih limit biar gak di pakai,23
"dear gojek . kalian begitu hebat kebohongan kalian dihadapan publik, sementara mitra2 kalian, diperas habis sampai ketulang2nya. dimana yg kalian bilang sdh berlaku adil sama mitra2 kalian. sistem pemeras darah mitra2 kalian.",1,225,dear gojek kalian begitu hebat kebohongan kalian dihadapan publik sementara mitra kalian diperas habis sampai ketulangnya dimana yg kalian bilang sdh berlaku adil sama mitra kalian sistem pemeras darah mitra kalian,31
