text,rating,length,clean_text,word_count,normalized_text,tokens,final_text
good okee nicee seringin promo,5,30,good okee nicee seringin promo,5,good okee nicee seringin promo,"['good', 'okee', 'nicee', 'ringin', 'promo']",good okee nicee ringin promo
aplikasi ga jelas tolol,1,23,aplikasi ga jelas tolol,4,aplikasi tidak jelas tolol,"['aplikasi', 'jelas', 'tolol']",aplikasi jelas tolol
"saya mau bikin akun gojek, udah ganti email bbrpa kali ttep gbisa hmm aneh bgt pdhl pake akun baru ttep gbisa",1,109,saya mau bikin akun gojek udah ganti email bbrpa kali ttep gbisa hmm aneh bgt pdhl pake akun baru ttep gbisa,21,saya mau bikin akun gojek udah ganti email bbrpa kali ttep gbisa hmm aneh banget pdhl pake akun baru ttep gbisa,"['mau', 'bikin', 'akun', 'gojek', 'udah', 'ganti', 'email', 'bbrpa', 'kali', 'ttep', 'gbisa', 'hmm', 'aneh', 'banget', 'pdhl', 'pake', 'akun', 'baru', 'ttep', 'gbisa']",mau bikin akun gojek udah ganti email bbrpa kali ttep gbisa hmm aneh banget pdhl pake akun baru ttep gbisa
"fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar, mohon diperbaiki, terima kasih",5,151,fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar mohon diperbaiki terima kasih,25,fitur dlm aplikasi sdh bagus cm sering banget posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar mohon diperbaiki terima kasih,"['fitur', 'dlm', 'aplikasi', 'sdh', 'bagus', 'cm', 'sering', 'banget', 'posisi', 'salah', 'baca', 'maps', 'jd', 'driver', 'sulit', 'lokasi', 'yg', 'benar', 'mohon', 'baik', 'terima', 'kasih']",fitur dlm aplikasi sdh bagus cm sering banget posisi salah baca maps jd driver sulit lokasi yg benar mohon baik terima kasih
tolong untuk lokasi lebih akurat lagi,4,37,tolong untuk lokasi lebih akurat lagi,6,tolong untuk lokasi lebih akurat lagi,"['lokasi', 'lebih', 'akurat']",lokasi lebih akurat
mantap aplikasi nya,5,19,mantap aplikasi nya,3,mantap aplikasi nya,"['mantap', 'aplikasi', 'nya']",mantap aplikasi nya
susah cari driver,2,17,susah cari driver,3,susah cari driver,"['susah', 'cari', 'driver']",susah cari driver
"customer udah nunggu 1 jam, driver ga ngabarin kalo ga di pick up. nunggu customer duluan yang hubungin, kejadian kaya gini ga sekali dua kali sering bgt. non aktifin aja mode hematnya buang waktu orang lain",2,207,customer udah nunggu jam driver ga ngabarin kalo ga di pick up nunggu customer duluan yang hubungin kejadian kaya gini ga sekali dua kali sering bgt non aktifin aja mode hematnya buang waktu orang lain,35,customer udah nunggu jam driver tidak ngabarin kalo tidak di pick up nunggu customer duluan yang hubungin kejadian kaya gini tidak sekali dua kali sering banget non aktifin saja mode hematnya buang waktu orang lain,"['customer', 'udah', 'nunggu', 'jam', 'driver', 'ngabarin', 'kalo', 'pick', 'up', 'nunggu', 'customer', 'duluan', 'hubungin', 'jadi', 'kaya', 'gin', 'sekali', 'kali', 'sering', 'banget', 'non', 'aktifin', 'mode', 'hemat', 'buang', 'waktu', 'orang']",customer udah nunggu jam driver ngabarin kalo pick up nunggu customer duluan hubungin jadi kaya gin sekali kali sering banget non aktifin mode hemat buang waktu orang
saya pernah salah alamat pakai aplikasi,2,39,saya pernah salah alamat pakai aplikasi,6,saya pernah salah alamat pakai aplikasi,"['pernah', 'salah', 'alamat', 'pakai', 'aplikasi']",pernah salah alamat pakai aplikasi
sudah bagus semua.,5,18,sudah bagus semua,3,sudah bagus semua,"['bagus', 'semua']",bagus semua
"sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon , sbg driver goride maps sangat membantu menjalankan order . bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug - nya . seminggu ini terhitung 14 - 21 mei maps hanya sinkron saat menjemput customer. saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua",1,500,sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon sbg driver goride maps sangat membantu menjalankan order bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug nya seminggu ini terhitung mei maps hanya sinkron saat menjemput customer saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua,78,sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon sbg driver goride maps sangat membantu menjalankan order bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug nya seminggu ini terhitung mei maps hanya sinkron saat menjemput customer saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua,"['sengaja', 'rate', 'apk', 'langgan', 'kalo', 'apk', 'driver', 'mana', 'pernah', 'respon', 'sbg', 'driver', 'goride', 'maps', 'sangat', 'bantu', 'jalan', 'order', 'bulan', 'lalu', 'gopartner', 'guna', 'mapa', 'google', 'maps', 'internal', 'buat', 'gojek', 'sendiri', 'banyak', 'banget', 'bug', 'nya', 'minggu', 'hitung', 'mei', 'maps', 'sinkron', 'jemput', 'customer', 'laku', 'antar', 'maps', 'sinkron', 'maps', 'apk', 'driver', 'itu', 'zoom', 'warna', 'alur', 'orange', 'kecil', 'sesuai', 'rute', 'tujua']",sengaja rate apk langgan kalo apk driver mana pernah respon sbg driver goride maps sangat bantu jalan order bulan lalu gopartner guna mapa google maps internal buat gojek sendiri banyak banget bug nya minggu hitung mei maps sinkron jemput customer laku antar maps sinkron maps apk driver itu zoom warna alur orange kecil sesuai rute tujua
kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,3,95,kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,16,kalau pesan makanan kenapa enggak bisa kirim gambar dari galeri foto ya buat nunjukin ke driver,"['kalau', 'pesan', 'makan', 'enggak', 'kirim', 'gambar', 'galeri', 'foto', 'buat', 'nunjukin', 'driver']",kalau pesan makan enggak kirim gambar galeri foto buat nunjukin driver
ngotak dikit lahh kalau ngasih biaya layanan. makanan sma biaya layanan bisa mahal biaya layanan,1,96,ngotak dikit lahh kalau ngasih biaya layanan makanan sma biaya layanan bisa mahal biaya layanan,15,ngotak dikit lahh kalau ngasih biaya layanan makanan sma biaya layanan bisa mahal biaya layanan,"['ngotak', 'dikit', 'lahh', 'kalau', 'ngasih', 'biaya', 'layan', 'makan', 'sma', 'biaya', 'layan', 'mahal', 'biaya', 'layan']",ngotak dikit lahh kalau ngasih biaya layan makan sma biaya layan mahal biaya layan
aplikasi paling mantap karya anak bangsa,5,40,aplikasi paling mantap karya anak bangsa,6,aplikasi paling mantap karya anak bangsa,"['aplikasi', 'paling', 'mantap', 'karya', 'anak', 'bangsa']",aplikasi paling mantap karya anak bangsa
bagus aplikasi nya,5,18,bagus aplikasi nya,3,bagus aplikasi nya,"['bagus', 'aplikasi', 'nya']",bagus aplikasi nya
"lemot, status ga berubah berubah nge stuck",1,42,lemot status ga berubah berubah nge stuck,7,lemot status tidak berubah berubah nge stuck,"['lot', 'status', 'ubah', 'ubah', 'nge', 'stuck']",lot status ubah ubah nge stuck
driver nya sdm rendah semua,1,27,driver nya sdm rendah semua,5,driver nya sdm rendah semua,"['driver', 'nya', 'sdm', 'rendah', 'semua']",driver nya sdm rendah semua
instal dari 2018 sampai skrng ga kebuka spinjam aneh bgt padahal udh ratusan transaksi mending gua uninstall lah pindah ke maxim lebih murah lagi,1,145,instal dari sampai skrng ga kebuka spinjam aneh bgt padahal udh ratusan transaksi mending gua uninstall lah pindah ke maxim lebih murah lagi,23,instal dari sampai skrng tidak kebuka spinjam aneh banget padahal sudah ratusan transaksi mending gua uninstall lah pindah ke maxim lebih murah lagi,"['instal', 'skrng', 'buka', 'spinjam', 'aneh', 'banget', 'padahal', 'ratus', 'transaksi', 'mending', 'gua', 'uninstall', 'lah', 'pindah', 'maxim', 'lebih', 'murah']",instal skrng buka spinjam aneh banget padahal ratus transaksi mending gua uninstall lah pindah maxim lebih murah
masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini... padahal saya liat bisa di lewatkan jalan yg tdk berkelok2. tolong di benerkan... sering pake gojek kok updateannya keok... ( kasus lama) kasus baru pesen mkn kayak pesen antrian sembako yg kena php. masa udh pilih alamat dikasih alamat terdekat lagi. tiap buka app tiba2 hang tutup app sendiri. aneh kok gojek,1,388,masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini padahal saya liat bisa di lewatkan jalan yg tdk berkelok tolong di benerkan sering pake gojek kok updateannya keok kasus lama kasus baru pesen mkn kayak pesen antrian sembako yg kena php masa udh pilih alamat dikasih alamat terdekat lagi tiap buka app tiba hang tutup app sendiri aneh kok gojek,66,masa ada jarak yg terdekat di lewatkan jarak yg jauh gimn seh app gojek ini padahal saya liat bisa di lewatkan jalan yg tidak berkelok tolong di benerkan sering pake gojek kok updateannya keok kasus lama kasus baru pesen mkn kayak pesen antrian sembako yg kena php masa sudah pilih alamat dikasih alamat terdekat lagi tiap buka app tiba hang tutup app sendiri aneh kok gojek,"['masa', 'jarak', 'yg', 'dekat', 'lewat', 'jarak', 'yg', 'jauh', 'gimn', 'seh', 'app', 'gojek', 'padahal', 'liat', 'lewat', 'jalan', 'yg', 'kelok', 'benerkan', 'sering', 'pake', 'gojek', 'kok', 'updateannya', 'keok', 'kasus', 'lama', 'kasus', 'baru', 'sen', 'mkn', 'kayak', 'sen', 'antri', 'sembako', 'yg', 'kena', 'php', 'masa', 'pilih', 'alamat', 'kasih', 'alamat', 'dekat', 'tiap', 'buka', 'app', 'tiba', 'hang', 'tutup', 'app', 'sendiri', 'aneh', 'kok', 'gojek']",masa jarak yg dekat lewat jarak yg jauh gimn seh app gojek padahal liat lewat jalan yg kelok benerkan sering pake gojek kok updateannya keok kasus lama kasus baru sen mkn kayak sen antri sembako yg kena php masa pilih alamat kasih alamat dekat tiap buka app tiba hang tutup app sendiri aneh kok gojek
aku kasih bintang 1 soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter & gopinjam satupun tidak di setujui..... emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,1,303,aku kasih bintang soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter gopinjam satupun tidak di setujui emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,47,aku kasih bintang soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter gopinjam satupun tidak di setujui emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,"['aku', 'kasih', 'bintang', 'soal', 'aku', 'customer', 'gojek', 'udah', 'tahun', 'tahun', 'pakai', 'gojek', 'gocar', 'gofood', 'gosend', 'aku', 'aju', 'gopaylatter', 'gopinjam', 'satu', 'tuju', 'emang', 'lu', 'doang', 'hey', 'heyy', 'gojek', 'gua', 'stop', 'guna', 'aplikasi', 'elu', 'aplikasi', 'ijo', 'belah', 'lebih', 'baik', 'elo', 'gojek']",aku kasih bintang soal aku customer gojek udah tahun tahun pakai gojek gocar gofood gosend aku aju gopaylatter gopinjam satu tuju emang lu doang hey heyy gojek gua stop guna aplikasi elu aplikasi ijo belah lebih baik elo gojek
"semoga titik jemput pas lokasi biar driver nya jadi ga muter"" nyari lokasi gw",5,77,semoga titik jemput pas lokasi biar driver nya jadi ga muter nyari lokasi gw,14,semoga titik jemput pas lokasi biar driver nya jadi tidak muter nyari lokasi gw,"['moga', 'titik', 'jemput', 'pas', 'lokasi', 'biar', 'driver', 'nya', 'jadi', 'muter', 'nyari', 'lokasi', 'gw']",moga titik jemput pas lokasi biar driver nya jadi muter nyari lokasi gw
transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,5,73,transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,11,transportasi yg sangat baik untuk sayayg mau berpergian dekat maupun jauh,"['transportasi', 'yg', 'sangat', 'baik', 'sayayg', 'mau', 'pergi', 'dekat', 'maupun', 'jauh']",transportasi yg sangat baik sayayg mau pergi dekat maupun jauh
kenapa game gocats tidak bisa dimainkan? seru-seruan utk dapat coin. lumayan buat bayar tagihan,3,95,kenapa game gocats tidak bisa dimainkan seruseruan utk dapat coin lumayan buat bayar tagihan,14,kenapa game gocats tidak bisa dimainkan seruseruan utk dapat coin lumayan buat bayar tagihan,"['game', 'gocats', 'main', 'seruseruan', 'utk', 'coin', 'lumayan', 'buat', 'bayar', 'tagih']",game gocats main seruseruan utk coin lumayan buat bayar tagih
"gojek makin sini makin ancur susah dapet driver, giliran dapet malah yang jauh, apalagi kalo pesen gofood",5,105,gojek makin sini makin ancur susah dapet driver giliran dapet malah yang jauh apalagi kalo pesen gofood,17,gojek makin sini makin ancur susah dapet driver giliran dapet malah yang jauh apalagi kalo pesen gofood,"['gojek', 'makin', 'sini', 'makin', 'ancur', 'susah', 'dapet', 'driver', 'gilir', 'dapet', 'malah', 'jauh', 'kalo', 'sen', 'gofood']",gojek makin sini makin ancur susah dapet driver gilir dapet malah jauh kalo sen gofood
"cepat respon, drivernya sangat ramah, harga terjangkau",5,54,cepat respon drivernya sangat ramah harga terjangkau,7,cepat respon drivernya sangat ramah harga terjangkau,"['cepat', 'respon', 'drivernya', 'sangat', 'ramah', 'harga', 'jangkau']",cepat respon drivernya sangat ramah harga jangkau
sangat mudah dan terpercaya,5,27,sangat mudah dan terpercaya,4,sangat mudah dan terpercaya,"['sangat', 'mudah', 'percaya']",sangat mudah percaya
mantap is the best,5,18,mantap is the best,4,mantap is the best,"['mantap', 'is', 'the', 'best']",mantap is the best
sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama -sama aman baik driver pengirim dan penerima,4,238,sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama sama aman baik driver pengirim dan penerima,36,sudah bagus tapi baiknya untuk gobox juga bisa dishare untuk tracking perjalanannya seperti gosend supaya lebih aman klw belum input foto pickup belum bisa jalan ketahap selanjutnya supaya sama sama aman baik driver pengirim dan penerima,"['bagus', 'baik', 'gobox', 'dishare', 'tracking', 'jalan', 'gosend', 'lebih', 'aman', 'klw', 'input', 'foto', 'pickup', 'jalan', 'tahap', 'lanjut', 'sama', 'sama', 'aman', 'baik', 'driver', 'kirim', 'terima']",bagus baik gobox dishare tracking jalan gosend lebih aman klw input foto pickup jalan tahap lanjut sama sama aman baik driver kirim terima
mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,1,68,mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,11,mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,"['mahal', 'sekrg', 'klo', 'pesan', 'gofood', 'gojek', 'biaya', 'tangan', 'mahal', 'gila']",mahal sekrg klo pesan gofood gojek biaya tangan mahal gila
kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,5,81,kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,12,kenapa gojek akhir akhir ini titik mapnya melenceng dari titik lokasi penjemputan,"['gojek', 'akhir', 'akhir', 'titik', 'map', 'lenceng', 'titik', 'lokasi', 'jemput']",gojek akhir akhir titik map lenceng titik lokasi jemput
"menyenangkan, driver sdh berpengalaman. tidak menunggu lama mencari driver",5,74,menyenangkan driver sdh berpengalaman tidak menunggu lama mencari driver,9,menyenangkan driver sdh berpengalaman tidak menunggu lama mencari driver,"['senang', 'driver', 'sdh', 'alam', 'tunggu', 'lama', 'cari', 'driver']",senang driver sdh alam tunggu lama cari driver
"drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongan.sekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasi,drivernya jg sering berpakaian tidak lengkap dan rapih alias jorok,jaket bau krn ngk dicuci ntah berapa lama.",1,382,drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongansekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasidrivernya jg sering berpakaian tidak lengkap dan rapih alias jorokjaket bau krn ngk dicuci ntah berapa lama,56,drivernya sering banyak masalah dan sering meng akali sistem dengan meminta penumpang memesan secara offline dengan alasan biar tidak ada potongansekalipun kita sudah memesan online driver memaksa utk kita yang membatalkan tapi tetap naik sama dia cm tidak lewat aplikasidrivernya jg sering berpakaian tidak lengkap dan rapih alias jorokjaket bau karena ngk dicuci ntah berapa lama,"['drivernya', 'sering', 'banyak', 'masalah', 'sering', 'meng', 'akal', 'sistem', 'minta', 'tumpang', 'mes', 'offline', 'alas', 'biar', 'potongansekalipun', 'mes', 'online', 'driver', 'paksa', 'utk', 'batal', 'tetap', 'naik', 'sama', 'cm', 'lewat', 'aplikasidrivernya', 'jg', 'sering', 'pakai', 'lengkap', 'rapih', 'alias', 'jorokjaket', 'bau', 'ngk', 'cuci', 'ntah', 'berapa', 'lama']",drivernya sering banyak masalah sering meng akal sistem minta tumpang mes offline alas biar potongansekalipun mes online driver paksa utk batal tetap naik sama cm lewat aplikasidrivernya jg sering pakai lengkap rapih alias jorokjaket bau ngk cuci ntah berapa lama
sukaaa bisa belanja scora skincare,5,34,sukaaa bisa belanja scora skincare,5,sukaaa bisa belanja scora skincare,"['sukaaa', 'belanja', 'scora', 'skincare']",sukaaa belanja scora skincare
ook sangat membantu perjalanan kami,5,35,ook sangat membantu perjalanan kami,5,ook sangat membantu perjalanan kami,"['ook', 'sangat', 'bantu', 'jalan']",ook sangat bantu jalan
"aplikasinya tidak bisa dipakai, saat saya mau scearh ""lokasi tidak ditemukan"", padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya",1,153,aplikasinya tidak bisa dipakai saat saya mau scearh lokasi tidak ditemukan padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya,22,aplikasinya tidak bisa dipakai saat saya mau scearh lokasi tidak ditemukan padahal saya sudah menambahkan lokasi yang sesuai sama tempat tinggal saya,"['aplikasi', 'pakai', 'mau', 'scearh', 'lokasi', 'temu', 'padahal', 'tambah', 'lokasi', 'sesuai', 'sama', 'tempat', 'tinggal']",aplikasi pakai mau scearh lokasi temu padahal tambah lokasi sesuai sama tempat tinggal
"terimakasih ya pak atas pelayanan mengemudi nya, maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya, jadi lah mitra gojek yg terbaik",5,150,terimakasih ya pak atas pelayanan mengemudi nya maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya jadi lah mitra gojek yg terbaik,26,terimakasih ya pak atas pelayanan mengemudi nya maaf klo tadi uang tip cas nya gak seberapa semoga lancar rezeki nya jadi lah mitra gojek yg terbaik,"['terimakasih', 'pak', 'atas', 'layan', 'kemudi', 'nya', 'maaf', 'klo', 'tadi', 'uang', 'tip', 'cas', 'nya', 'gak', 'berapa', 'moga', 'lancar', 'rezeki', 'nya', 'jadi', 'lah', 'mitra', 'gojek', 'yg', 'baik']",terimakasih pak atas layan kemudi nya maaf klo tadi uang tip cas nya gak berapa moga lancar rezeki nya jadi lah mitra gojek yg baik
"sejauh ini, hanya gojek yang bisa di andalkan dalam segala situasi. dan promonya banyak bangettt.. makasihh gojek🫶🏻🫶🏻😍",5,118,sejauh ini hanya gojek yang bisa di andalkan dalam segala situasi dan promonya banyak bangettt makasihh gojek,17,sejauh ini hanya gojek yang bisa di andalkan dalam segala situasi dan promonya banyak bangettt makasihh gojek,"['jauh', 'gojek', 'andal', 'segala', 'situasi', 'promonya', 'banyak', 'bangettt', 'makasihh', 'gojek']",jauh gojek andal segala situasi promonya banyak bangettt makasihh gojek
sangat membantu dan sangat memuaskan pelanggan,5,46,sangat membantu dan sangat memuaskan pelanggan,6,sangat membantu dan sangat memuaskan pelanggan,"['sangat', 'bantu', 'sangat', 'muas', 'langgan']",sangat bantu sangat muas langgan
pembayaran selalu dibatalkan gabisa,1,35,pembayaran selalu dibatalkan gabisa,4,pembayaran selalu dibatalkan gabisa,"['bayar', 'selalu', 'batal', 'gabisa']",bayar selalu batal gabisa
gojek solusi perjalanan tanpa lama,5,34,gojek solusi perjalanan tanpa lama,5,gojek solusi perjalanan tanpa lama,"['gojek', 'solusi', 'jalan', 'lama']",gojek solusi jalan lama
"belakang ini driver lu susah banget, kebanyakan nyortir orderan, kalo mereka bisa nyortir orderan kenapa pihak pusatnya ga nyortir para driver aja, biar driver yg beneran niat kerja aja yg di pilih, yg kebanyakan nyortir mah pm aja langsung, dapet driver bukannya mendekat titik jemput, ini malah menjauh dari titik jemput, tanpa adanya komunikasi.!!",1,350,belakang ini driver lu susah banget kebanyakan nyortir orderan kalo mereka bisa nyortir orderan kenapa pihak pusatnya ga nyortir para driver aja biar driver yg beneran niat kerja aja yg di pilih yg kebanyakan nyortir mah pm aja langsung dapet driver bukannya mendekat titik jemput ini malah menjauh dari titik jemput tanpa adanya komunikasi,54,belakang ini driver lu susah banget kebanyakan nyortir orderan kalo mereka bisa nyortir orderan kenapa pihak pusatnya tidak nyortir para driver saja biar driver yg beneran niat kerja saja yg di pilih yg kebanyakan nyortir mah pm saja langsung dapet driver bukannya mendekat titik jemput ini malah menjauh dari titik jemput tanpa adanya komunikasi,"['belakang', 'driver', 'lu', 'susah', 'banget', 'banyak', 'nyortir', 'order', 'kalo', 'nyortir', 'order', 'pihak', 'pusat', 'nyortir', 'driver', 'biar', 'driver', 'yg', 'beneran', 'niat', 'kerja', 'yg', 'pilih', 'yg', 'banyak', 'nyortir', 'mah', 'pm', 'langsung', 'dapet', 'driver', 'bukan', 'dekat', 'titik', 'jemput', 'malah', 'jauh', 'titik', 'jemput', 'ada', 'komunikasi']",belakang driver lu susah banget banyak nyortir order kalo nyortir order pihak pusat nyortir driver biar driver yg beneran niat kerja yg pilih yg banyak nyortir mah pm langsung dapet driver bukan dekat titik jemput malah jauh titik jemput ada komunikasi
"cepat datang, pencarian lokasi juga cepat harga bersahabat...",5,61,cepat datang pencarian lokasi juga cepat harga bersahabat,8,cepat datang pencarian lokasi juga cepat harga bersahabat,"['cepat', 'datang', 'cari', 'lokasi', 'cepat', 'harga', 'sahabat']",cepat datang cari lokasi cepat harga sahabat
"okee banget pelayanannya, i like it this one",5,44,okee banget pelayanannya i like it this one,8,okee banget pelayanannya i like it this one,"['okee', 'banget', 'layan', 'i', 'like', 'it', 'this', 'one']",okee banget layan i like it this one
aplikasi yang sangat membantu sekali.sangat puas dengan pelayanan yang ramah,5,76,aplikasi yang sangat membantu sekalisangat puas dengan pelayanan yang ramah,10,aplikasi yang sangat membantu sekalisangat puas dengan pelayanan yang ramah,"['aplikasi', 'sangat', 'bantu', 'sekalisangat', 'puas', 'layan', 'ramah']",aplikasi sangat bantu sekalisangat puas layan ramah
go jek is the best,5,18,go jek is the best,5,go jek is the best,"['go', 'jek', 'is', 'the', 'best']",go jek is the best
pak nadiem semangat yaa,5,23,pak nadiem semangat yaa,4,pak nadiem semangat yaa,"['pak', 'nadiem', 'semangat', 'yaa']",pak nadiem semangat yaa
"aplikasi ojol yg doyan double order, padahal order 1x dapetnya 2 driver, sering kek gini",1,88,aplikasi ojol yg doyan double order padahal order x dapetnya driver sering kek gini,14,aplikasi ojol yg doyan double order padahal order x dapetnya driver sering kek gini,"['aplikasi', 'ojol', 'yg', 'doyan', 'double', 'order', 'padahal', 'order', 'x', 'dapetnya', 'driver', 'sering', 'kek', 'gin']",aplikasi ojol yg doyan double order padahal order x dapetnya driver sering kek gin
"gimana nasib akun gofood jarak dekat? kami driver dibayar 5ribu rupiah dari orderan gofood padahal customer bayar belasan ribu, aplikasi serakah penjajah modern",1,160,gimana nasib akun gofood jarak dekat kami driver dibayar ribu rupiah dari orderan gofood padahal customer bayar belasan ribu aplikasi serakah penjajah modern,23,gimana nasib akun gofood jarak dekat kami driver dibayar ribu rupiah dari orderan gofood padahal customer bayar belasan ribu aplikasi serakah penjajah modern,"['gimana', 'nasib', 'akun', 'gofood', 'jarak', 'dekat', 'driver', 'bayar', 'ribu', 'rupiah', 'order', 'gofood', 'padahal', 'customer', 'bayar', 'bas', 'ribu', 'aplikasi', 'serakah', 'jajah', 'modern']",gimana nasib akun gofood jarak dekat driver bayar ribu rupiah order gofood padahal customer bayar bas ribu aplikasi serakah jajah modern
"harga mahal nyari driver susah,pake prioritas baru dapet...",1,59,harga mahal nyari driver susahpake prioritas baru dapet,8,harga mahal nyari driver susahpake prioritas baru dapet,"['harga', 'mahal', 'nyari', 'driver', 'susahpake', 'prioritas', 'baru', 'dapet']",harga mahal nyari driver susahpake prioritas baru dapet
pesan gocar comfort tarif 31. pas charge jadi 41 tanpa ada approval. perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dr driver,3,182,pesan gocar comfort tarif pas charge jadi tanpa ada approval perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dr driver,27,pesan gocar comfort tarif pas charge jadi tanpa ada approval perlu dikaji cara pembebanan biaya parkir dll tetap melalui persetujuan pemilik akun dan tidak langsung dari driver,"['pesan', 'gocar', 'comfort', 'tarif', 'pas', 'charge', 'jadi', 'approval', 'perlu', 'kaji', 'cara', 'beban', 'biaya', 'parkir', 'tetap', 'lalu', 'tuju', 'milik', 'akun', 'langsung', 'driver']",pesan gocar comfort tarif pas charge jadi approval perlu kaji cara beban biaya parkir tetap lalu tuju milik akun langsung driver
lebih cepat dan lebih,5,21,lebih cepat dan lebih,4,lebih cepat dan lebih,"['lebih', 'cepat', 'lebih']",lebih cepat lebih
aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,1,83,aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,13,aplikator tidak mau bertanggung jawab makan hak anak yatim uang tidak di kembalikan,"['aplikator', 'mau', 'tanggung', 'jawab', 'makan', 'hak', 'anak', 'yatim', 'uang', 'kembali']",aplikator mau tanggung jawab makan hak anak yatim uang kembali
isi saldo kok bisa berkurang sendiri saldo gopaynya,4,51,isi saldo kok bisa berkurang sendiri saldo gopaynya,8,isi saldo kok bisa berkurang sendiri saldo gopaynya,"['isi', 'saldo', 'kok', 'kurang', 'sendiri', 'saldo', 'gopaynya']",isi saldo kok kurang sendiri saldo gopaynya
"😝😝😝👍 six itu yg j apa b y gan yg ada ,",2,38,six itu yg j apa b y gan yg ada,10,six itu yg j apa b y gan yg ada,"['six', 'yg', 'j', 'apa', 'b', 'y', 'gan', 'yg']",six yg j apa b y gan yg
bosen nyender saya . parah,5,26,bosen nyender saya parah,4,bosen nyender saya parah,"['bosen', 'nyender', 'parah']",bosen nyender parah
jangan muncul di iklan game bae napa,1,36,jangan muncul di iklan game bae napa,7,jangan muncul di iklan game bae napa,"['jangan', 'muncul', 'iklan', 'game', 'bae', 'napa']",jangan muncul iklan game bae napa
